epoch,loss,idx_0,idx_1,idx_2,idx_3,idx_4,idx_5,perm_0,perm_1,perm_2,perm_3,perm_4,perm_5
0,0.5320000052452087,0.018200000748038292,0.20000000298023224,0.41499999165534973,0.5974000096321106,0.7720000147819519,0.9973999857902527,0,1,2,3,4,5
1,0.46681371331214905,0.035359203815460205,0.2001063972711563,0.42868638038635254,0.5947896242141724,0.7461879849433899,0.9948703646659851,0,1,2,3,4,5
2,0.41088736057281494,0.051547154784202576,0.2003137618303299,0.44116440415382385,0.5921754240989685,0.7223935723304749,0.9924056529998779,0,1,2,3,4,5
3,0.362867146730423,0.0668284073472023,0.20061688125133514,0.45253100991249084,0.5895633697509766,0.7004595994949341,0.9900006651878357,0,1,2,3,4,5
4,0.32159915566444397,0.08126290887594223,0.2010107934474945,0.4628755748271942,0.5869588255882263,0.6802411079406738,0.9876508116722107,0,1,2,3,4,5
5,0.2860994338989258,0.09490631520748138,0.20149074494838715,0.47228044271469116,0.5843664407730103,0.6616044044494629,0.9853516817092896,0,1,2,3,4,5
6,0.25552910566329956,0.10781034082174301,0.20205219089984894,0.48082152009010315,0.5817904472351074,0.644426167011261,0.9830994009971619,0,1,2,3,4,5
7,0.22917284071445465,0.12002301961183548,0.20269078016281128,0.4885687828063965,0.5792345404624939,0.6285926699638367,0.9808902740478516,0,1,2,3,4,5
8,0.2064203917980194,0.13158899545669556,0.20340237021446228,0.495586633682251,0.5767019987106323,0.61399906873703,0.9787209630012512,0,1,2,3,4,5
9,0.18675139546394348,0.1425497680902481,0.20418299734592438,0.5019344687461853,0.5741957426071167,0.6005486845970154,0.9765884280204773,0,1,2,3,4,5
10,0.1697217971086502,0.1529439389705658,0.20502886176109314,0.5076669454574585,0.5717182755470276,0.588152289390564,0.9744898080825806,0,1,2,3,4,5
11,0.15495266020298004,0.1628073900938034,0.20593634247779846,0.5128344893455505,0.5692717432975769,0.5767276287078857,0.9724225401878357,0,1,2,3,4,5
12,0.14212049543857574,0.17217351496219635,0.20690196752548218,0.5174835324287415,0.5668581128120422,0.5661988258361816,0.9703841805458069,0,1,2,4,3,5
13,0.13095563650131226,0.181073397397995,0.20792241394519806,0.5216568112373352,0.5642868876457214,0.5566880702972412,0.9683725833892822,0,1,2,4,3,5
14,0.12132503092288971,0.18953827023506165,0.2089952826499939,0.5253959894180298,0.5618425011634827,0.5478424429893494,0.9663857221603394,0,1,2,4,3,5
15,0.11284506320953369,0.1975938379764557,0.2101171910762787,0.5287359952926636,0.5595159530639648,0.5396154522895813,0.9644217491149902,0,1,2,4,3,5
16,0.10536478459835052,0.205264151096344,0.21128490567207336,0.5317091941833496,0.5572988986968994,0.5319640040397644,0.9624789953231812,0,1,2,4,3,5
17,0.09875357896089554,0.21257174015045166,0.2124953716993332,0.5343454480171204,0.5551837086677551,0.5248479843139648,0.960555911064148,1,0,4,2,3,5
18,0.09293998032808304,0.21933861076831818,0.21394477784633636,0.5367003679275513,0.5531632304191589,0.5182021260261536,0.958651065826416,1,0,4,2,3,5
19,0.08776804059743881,0.2258557230234146,0.2153618037700653,0.5389857292175293,0.5512303709983826,0.5118032693862915,0.9567632675170898,1,0,4,2,3,5
20,0.0829576700925827,0.23213237524032593,0.21674756705760956,0.5412037968635559,0.5493819117546082,0.5056423544883728,0.9548921585083008,1,0,4,2,3,5
21,0.07848289608955383,0.23817753791809082,0.21810314059257507,0.5433566570281982,0.5476147532463074,0.4997106194496155,0.9530373811721802,1,0,4,2,3,5
22,0.07431966811418533,0.24399980902671814,0.21942956745624542,0.5454464554786682,0.5459259152412415,0.4939996600151062,0.9511986374855042,1,0,4,2,3,5
23,0.07044560462236404,0.24960750341415405,0.2207278460264206,0.5474752187728882,0.5443124771118164,0.4885013699531555,0.9493756294250488,1,0,4,3,2,5
24,0.06686859577894211,0.25500863790512085,0.22199894487857819,0.5492828488349915,0.5429336428642273,0.48320797085762024,0.9475679993629456,1,0,4,3,2,5
25,0.06356235593557358,0.2602115273475647,0.22324378788471222,0.5510759949684143,0.541581928730011,0.47811195254325867,0.9457748532295227,1,0,4,3,2,5
26,0.0604720376431942,0.2652234137058258,0.22446325421333313,0.5528547763824463,0.5402564406394958,0.4732060730457306,0.9439960718154907,1,0,4,3,2,5
27,0.05758247151970863,0.2700512707233429,0.22565822303295135,0.554619312286377,0.5389562845230103,0.4684833884239197,0.9422315359115601,1,0,4,3,2,5
28,0.054879579693078995,0.2747018039226532,0.22682952880859375,0.5563697814941406,0.5376806855201721,0.4639371633529663,0.9404810667037964,1,0,4,3,2,5
29,0.052350275218486786,0.27918148040771484,0.2279779613018036,0.5581062436103821,0.5364287495613098,0.45956096053123474,0.9387446045875549,1,0,4,3,2,5
30,0.04998242110013962,0.28349652886390686,0.22910429537296295,0.5598288178443909,0.535199761390686,0.45534855127334595,0.9370220303535461,1,0,4,3,2,5
31,0.04776474088430405,0.28765296936035156,0.23020927608013153,0.5615375638008118,0.5339929461479187,0.4512939453125,0.9353132843971252,1,0,4,3,2,5
32,0.045686766505241394,0.29165658354759216,0.23129361867904663,0.5632326602935791,0.5328075885772705,0.4473913609981537,0.9336181879043579,1,0,4,3,2,5
33,0.04373876005411148,0.29551294445991516,0.23235800862312317,0.5649142265319824,0.5316429734230042,0.4436352252960205,0.9319366216659546,1,0,4,3,2,5
34,0.041911687701940536,0.29922741651535034,0.23340311646461487,0.5665823221206665,0.5304984450340271,0.4400201737880707,0.9302685260772705,1,0,4,3,2,5
35,0.040197160094976425,0.30280518531799316,0.23442958295345306,0.5682370662689209,0.5293733477592468,0.43654102087020874,0.9286137819290161,1,0,4,3,2,5
36,0.038587380200624466,0.3062512278556824,0.2354380339384079,0.5698785781860352,0.5282670855522156,0.43319278955459595,0.9269722700119019,1,0,4,3,2,5
37,0.03707510977983475,0.3095703423023224,0.23642905056476593,0.5715069770812988,0.5271790027618408,0.42997071146965027,0.9253438711166382,1,0,4,3,2,5
38,0.03565361350774765,0.3127671778202057,0.23740321397781372,0.5731223225593567,0.5261085629463196,0.4268701374530792,0.9237285256385803,1,0,4,3,2,5
