epoch,loss,score,idx_0,idx_1,idx_2,idx_3,idx_4,reordered_0,reordered_1,reordered_2,reordered_3,reordered_4
0,100.02342224121094,12,0.002679986646398902,0.2473200112581253,0.5073198676109314,0.7426801323890686,1.0,0.35029396414756775,0.18031790852546692,0.5036364793777466,0.039378706365823746,0.10092124342918396
1,100.02220916748047,12,0.005359979812055826,0.2446400225162506,0.5146397352218628,0.7353602647781372,1.0,0.35029396414756775,0.18031790852546692,0.5036364793777466,0.039378706365823746,0.10092124342918396
2,100.02098083496094,12,0.008039980195462704,0.24196001887321472,0.5219596028327942,0.7280403971672058,1.0,0.35029396414756775,0.18031790852546692,0.5036364793777466,0.039378706365823746,0.10092124342918396
3,100.019775390625,12,0.010719988495111465,0.23928001523017883,0.5292794704437256,0.7207205295562744,1.0,0.35029396414756775,0.18031790852546692,0.5036364793777466,0.039378706365823746,0.10092124342918396
4,100.01856231689453,12,0.013400007039308548,0.23659999668598175,0.536599338054657,0.713400661945343,1.0,0.35029396414756775,0.18031790852546692,0.5036364793777466,0.039378706365823746,0.10092124342918396
5,100.017333984375,12,0.016080036759376526,0.23391996324062347,0.5439192056655884,0.7060807943344116,1.0,0.35029396414756775,0.18031790852546692,0.5036364793777466,0.039378706365823746,0.10092124342918396
6,100.01612854003906,12,0.01876007951796055,0.231239914894104,0.551239013671875,0.698760986328125,1.0,0.35029396414756775,0.18031790852546692,0.5036364793777466,0.039378706365823746,0.10092124342918396
7,100.0149154663086,12,0.021440137177705765,0.22855985164642334,0.5585588216781616,0.6914411783218384,1.0,0.35029396414756775,0.18031790852546692,0.5036364793777466,0.039378706365823746,0.10092124342918396
8,100.0136947631836,12,0.024120213463902473,0.22587977349758148,0.5658786296844482,0.6841213703155518,1.0,0.35029396414756775,0.18031790852546692,0.5036364793777466,0.039378706365823746,0.10092124342918396
9,100.01248168945312,12,0.026800312101840973,0.22319968044757843,0.5731983780860901,0.6768016219139099,1.0,0.35029396414756775,0.18031790852546692,0.5036364793777466,0.039378706365823746,0.10092124342918396
10,100.01126861572266,12,0.02948043867945671,0.220519557595253,0.5805180668830872,0.6694819331169128,1.0,0.35029396414756775,0.18031790852546692,0.5036364793777466,0.039378706365823746,0.10092124342918396
11,100.01006317138672,12,0.03216060250997543,0.21783939003944397,0.5878376960754395,0.6621623039245605,1.0,0.35029396414756775,0.18031790852546692,0.5036364793777466,0.039378706365823746,0.10092124342918396
12,100.00883483886719,12,0.034840814769268036,0.21515917778015137,0.5951572060585022,0.6548427939414978,1.0,0.35029396414756775,0.18031790852546692,0.5036364793777466,0.039378706365823746,0.10092124342918396
13,100.00761413574219,12,0.03752110153436661,0.2124788910150528,0.6024765372276306,0.6475234627723694,1.0,0.35029396414756775,0.18031790852546692,0.5036364793777466,0.039378706365823746,0.10092124342918396
14,100.00640106201172,12,0.04020150378346443,0.20979848504066467,0.6097953915596008,0.6402046084403992,1.0,0.35029396414756775,0.18031790852546692,0.5036364793777466,0.039378706365823746,0.10092124342918396
15,100.00519561767578,12,0.04288212209939957,0.20711787045001984,0.6171129941940308,0.6328870058059692,1.0,0.35029396414756775,0.18031790852546692,0.5036364793777466,0.039378706365823746,0.10092124342918396
16,100.00398254394531,12,0.04556335136294365,0.20443664491176605,0.6244246363639832,0.6255753636360168,1.0,0.35029396414756775,0.18031790852546692,0.5036364793777466,0.039378706365823746,0.10092124342918396
17,100.00277709960938,10,0.04826052859425545,0.20173947513103485,0.6302435398101807,0.6197564601898193,1.0,0.35029396414756775,0.18031790852546692,0.039378706365823746,0.5036364793777466,0.10092124342918396
18,100.0313720703125,10,0.05064211040735245,0.20133285224437714,0.6358867287635803,0.6177815198898315,0.9943568110466003,0.35029396414756775,0.18031790852546692,0.039378706365823746,0.5036364793777466,0.10092124342918396
19,100.03064727783203,10,0.05302369222044945,0.20092624425888062,0.64152991771698,0.6158065795898438,0.9887136220932007,0.35029396414756775,0.18031790852546692,0.039378706365823746,0.5036364793777466,0.10092124342918396
20,100.0299072265625,10,0.05540527030825615,0.2005196362733841,0.6471731066703796,0.6138315796852112,0.983070433139801,0.35029396414756775,0.18031790852546692,0.039378706365823746,0.5036364793777466,0.10092124342918396
21,100.02916717529297,10,0.05778684839606285,0.20011302828788757,0.6528162956237793,0.6118565797805786,0.9774272441864014,0.35029396414756775,0.18031790852546692,0.039378706365823746,0.5036364793777466,0.10092124342918396
22,100.02843475341797,10,0.060168422758579254,0.19970643520355225,0.658459484577179,0.609881579875946,0.9717840552330017,0.35029396414756775,0.18031790852546692,0.039378706365823746,0.5036364793777466,0.10092124342918396
23,100.02769470214844,10,0.06254999339580536,0.19929984211921692,0.6641026735305786,0.6079065799713135,0.966140866279602,0.35029396414756775,0.18031790852546692,0.039378706365823746,0.5036364793777466,0.10092124342918396
24,100.02696228027344,10,0.06493156403303146,0.1988932490348816,0.6697458624839783,0.6059315800666809,0.9604976773262024,0.35029396414756775,0.18031790852546692,0.039378706365823746,0.5036364793777466,0.10092124342918396
25,100.02622985839844,10,0.06731313467025757,0.19848667085170746,0.6753890514373779,0.6039565801620483,0.9548544883728027,0.35029396414756775,0.18031790852546692,0.039378706365823746,0.5036364793777466,0.10092124342918396
26,100.02549743652344,10,0.06969469785690308,0.19808009266853333,0.6810322403907776,0.6019815802574158,0.9492112994194031,0.35029396414756775,0.18031790852546692,0.039378706365823746,0.5036364793777466,0.10092124342918396
27,100.02477264404297,10,0.07207626104354858,0.1976735144853592,0.6866754293441772,0.6000065803527832,0.9435681104660034,0.35029396414756775,0.18031790852546692,0.039378706365823746,0.5036364793777466,0.10092124342918396
